UID,Subtype,Classification
VUM365EXQ,H5N8,Avian
ABN612WFB,H7N3,Avian
IKZ406DFG,H7N3,Avian
PLF525CLI,H7N3,Avian
BCI817TAF,H7N3,Avian
WSN268TTE,H14N7,Avian
WKJ068WZF,H7N6,Avian
RTK922FKE,H5N2,Avian
TUV198WYH,H7N1,Avian
QIR346PEX,H11N2,Avian
PVV870PSR,H5N2,Avian
NPS021OCG,H3N8,Equidae
KTI617GSX,H5N2,Avian
ANW200GGQ,H5N2,Avian
HTR870IBK,H5N2,Avian
MJD712RNQ,H5N2,Avian
RTK487ZMX,H5N3,Avian
UJP550HHY,H5N2,Avian
JNY069WTB,H5N2,Avian
OWY387DHD,H5N2,Avian
TQD182EDZ,H5N2,Avian
VRK506AWM,H5N2,Avian
EAZ554ZFW,H5N2,Avian
NNE640YYY,H5N2,Avian
XOV630KXY,H5N2,Avian
FWA511JAD,H5N2,Avian
GWH352JQE,H5N2,Avian
SYA355TFM,H5N3,Avian
QBZ142JIE,H5N2,Avian
NIV828MCC,H5N2,Avian
IJT498YCY,H5N2,Avian
JKY773ZCB,H5N2,Avian
CYD721OGV,H5N2,Avian
HXH417ZWO,H5N2,Avian
UFT296UTY,H5N2,Avian
OJE096WPP,H5N2,Avian
LKS718CKI,H5N2,Avian
FCT622PXD,H5N2,Avian
IEU517GKU,H5N2,Avian
IOJ648OBL,H5N2,Avian
QYC106DCN,H5N2,Avian
DYP038JCP,H5N2,Avian
BQH935GFV,H5N2,Avian
ZQQ923SEE,H5N2,Avian
AST846WXH,H5N2,Avian
KAH848QCW,H5N2,Avian
MWB452SNC,H5N3,Avian
DJU156AXC,H5N8,Avian
BDT990LNW,H4N2,Avian
OAN401YFF,H4N6,Avian
KFR948DTY,H5N2,Avian
JIK354AOA,H5N2,Avian
PEZ998PTI,H5N8,Avian
NWZ066CGA,H5N8,Avian
RJF588WHQ,H5N8,Avian
OGR789VMB,H5N8,Avian
VPP157ZYZ,H9N2,Avian
IIQ658LLY,H5N2,Avian
IJX974YBJ,H5N8,Avian
ISP033NXB,H6N2,Avian
BLQ213ZMA,H5N6,Avian
MIJ889LQP,H5N2,Avian
UMH734YXF,H5N1,Avian
KCZ857ZPF,H3N8,Avian
NJQ984NFN,H7N6,Avian
FVB503LNC,H13N2,Avian
NQS181IQZ,H5N6,Avian
CEC877SFP,H5N2,Avian
QKA856BUR,H9N2,Avian
UEX715TTP,H9N2,Avian
QMJ423UDB,H5N8,Avian
ZQJ295KTA,H16N3,Avian
LKC975VOY,H13N8,Avian
YPQ714IZQ,H9N3,Avian
FFU399DRV,H13N8,Avian
TGL770LVD,H1N2,Avian
GAO678IRY,H13N2,Avian
UQJ502GET,H13N8,Avian
ZHP909YKZ,H7N3,Avian
ZSO253WEV,H7N3,Avian
TTM301MDD,H7N3,Avian
WHT912FMW,H7N3,Avian
CRU033AUI,H7N3,Avian
OHT637HLF,H12N5,Avian
IOS655MMV,H7N9,Avian
OSK382DQF,H7N9,Avian
QYB023QAB,H5N3,Avian
RCH828UWZ,H5N3,Avian
VBZ522PDC,H5N4,Avian
QCP812RSQ,H5N4,Avian
SYX774ELV,H4N2,Avian
FBZ790ZQI,H6N2,Avian
BWG420FPE,H4N2,Avian
YAP646KYE,H7N3,Avian
MVY981IUM,H7N1,Avian
ZEH743DZE,H7N3,Avian
UGD420RFG,H7N3,Avian
ALC441SRT,H7N9,Avian
TUF185AZO,H7N9,Avian
VTF537VHW,H7N3,Avian
VFX826POW,H7N3,Avian
YQZ308BEW,H5N2,Avian
USQ125SPS,H3N8,Avian
TCD479ODF,H7N1,Avian
QDI748VMO,H7N3,Avian
PWA737YVK,H5N2,Avian
LYA710IDG,H7N1,Avian
KWH059FXH,H3N8,Avian
PJI119ZTJ,H4N6,Avian
EFB246JMR,H5N2,Avian
NNR108QHL,H5N2,Avian
JGC973JMX,H5N3,Avian
OEE772KLH,H5N8,Avian
OUF493DGT,H5N8,Avian
ZTA397PLP,H5N2,Avian
AHQ290PDP,H4N8,Avian
AYC414CBW,H5N2,Avian
PJK068OWU,H7N9,Avian
RFS773KUR,H7N9,Avian
VXM465LOQ,H9N2,Avian
LXS540PEX,H9N2,Avian
ATF287PVA,H9N2,Avian
OOZ838CLK,H9N2,Avian
WEF447IWA,H5N1,Avian
TID539ZIP,H5N2,Avian
WUO117CCH,H9N2,Avian
ZWQ434WYB,H3N6,Avian
YZU962QBO,H3N2,Hominidae
GFS343COS,H9N2,Avian
JNK130HSP,H9N2,Avian
PNM503JWA,H9N2,Avian
CTU222XFV,H7N1,Avian
NQM888IET,H7N3,Avian
SQR172MOU,H9N2,Avian
QFR440WDO,H6N2,Avian
MXL173JLU,H5N1,Avian
KTI439LDT,H5N1,Avian
YGP118JJV,H7N3,Avian
KHL977EKU,H5N1,Avian
RMY467MSK,H5N8,Avian
QII739IWQ,H7N3,Avian
SCA333HSG,H9N2,Avian
MHP499CVF,H5N2,Avian
HZA749BIA,H9N2,Avian
WDS053YYX,H3N2,Hominidae
BDP909UCA,H7N7,Avian
WHJ142NYR,H9N2,Avian
NWI803KMH,H9N2,Avian
OUV512XGK,H5N1,Avian
CVS506RFF,H5N1,Avian
AQX131WVH,H5N1,Avian
NPT105FKE,H9N2,Avian
TBF195YZR,H9N2,Avian
YUP224BEX,H9N2,Avian
AHM122CXO,H9N2,Avian
BLU381OMK,H9N2,Avian
LTA384SAY,H5N1,Avian
RVR067RQD,H5N1,Avian
TWN706MZB,H5N1,Avian
VIP134NWJ,H5N1,Avian
XAO451HAV,H5N1,Avian
XFT377ECF,H5N1,Avian
NCG796ZBF,H5N1,Avian
HXI893THV,H5N1,Avian
QTK781RGO,H5N1,Avian
KVL558WEM,H9N2,Avian
KLO724EKX,H5N2,Avian
YXV866VAU,H9N2,Avian
XFL430SKO,H5N2,Avian
QHI137KLE,H5N2,Avian
TLW490BUF,H5N1,Avian
PQN845GWB,H9N2,Avian
VKR349ZHV,H9N2,Avian
YLJ993CLO,H9N2,Avian
MTM440UEI,H9N2,Avian
SEP007OEV,H9N2,Avian
YAV537SVD,H9N2,Avian
QZE278JHA,H9N2,Avian
GWE516CXY,H7N3,Avian
CAG259SGN,H5N2,Avian
EYP809SWI,H9N2,Avian
SDM494URL,H9N2,Avian
LSS424NNZ,H9N2,Avian
VKX900DRC,H9N2,Avian
WKT889PYF,H5N6,Avian
ZBU024VRR,H4N8,Avian
ROU039KYR,H3N2,Avian
VPF506DHC,H9N2,Avian
BZL721IFQ,H9N2,Avian
GTL678OTA,H9N2,Avian
ARE608ALR,H9N2,Avian
EDA585PTL,H9N2,Avian
SKE753PAP,H9N2,Avian
RQM607DSE,H9N2,Avian
AYG667BVI,H5N1,Avian
AUO158JQK,H5N2,Avian
ROK260LDK,H9N2,Avian
LMD550HBA,H9N2,Avian
TNL244XMQ,H9N2,Avian
DLY240AAP,H5N1,Avian
STG484BTI,H9N2,Avian
GLK032WTP,H9N2,Avian
SQO191SFJ,H5N2,Avian
BWD483FUD,H9N2,Avian
FCJ525GGF,H9N2,Avian
VLK702LDF,H5N2,Avian
IVG593QAS,H9N2,Avian
LZI585OCY,H9N2,Avian
EAQ873MRE,H9N2,Avian
GHB462GGK,H9N2,Avian
DVS562DNA,H9N2,Avian
CXC343DHI,H9N2,Avian
EHQ823OAW,H9N2,Avian
CQW168CKO,H9N2,Avian
PLR346KQI,H9N2,Avian
RQG011TOT,H9N2,Avian
VBM876YEI,H9N2,Avian
AUB514FHG,H9N2,Avian
CKT721SPX,H5N2,Avian
XZB454WVI,H5N2,Avian
FRP156XEW,H9N2,Avian
FCQ522LCM,H9N2,Avian
DIW447VCA,H9N2,Avian
OTU104WJH,H9N2,Avian
HKA973UMM,H9N2,Avian
RPF756HOI,H9N2,Avian
BIZ112JKK,H9N2,Avian
YQS061GPH,H9N2,Avian
PDV266ZWE,H9N2,Avian
ECY975JEF,H9N2,Avian
JRI556IWV,H9N2,Avian
DHU520HRP,H9N2,Avian
UDR600WIK,H5N1,Avian
QXV315LWO,H9N2,Avian
IKT927EOB,H9N2,Avian
XPB914YUV,H9N2,Avian
MEV508UPK,H9N2,Avian
PVQ519TXQ,H9N2,Avian
NVX349IHV,H9N2,Avian
QNE554LXZ,H9N2,Avian
KKI424HOV,H9N2,Avian
KXV138CTQ,H9N2,Avian
IUW041YOE,H9N2,Avian
SMV977TAN,H9N2,Avian
RSH561QQU,H5N1,Avian
HTM616STW,H5N2,Avian
OZP565LLM,H9N2,Avian
NWW170LOM,H7N1,Avian
PUF439QFT,H5N9,Avian
MUK733ZYL,H5N2,Avian
CWM344BJG,H5N2,Avian
TBJ889CXJ,H5N2,Avian
OSD401IAK,H7N3,Avian
QWK224FNH,H7N3,Avian
OFN731WVK,H9N2,Avian
CWB095CZW,H5N2,Avian
PDL231TYB,H9N2,Avian
DQD255GZE,H9N2,Avian
FCD356MMY,H9N2,Avian
WKN998DHK,H9N2,Avian
GTK598KYI,H5N1,Avian
FDA342DVQ,H5N1,Avian
SBL711NEA,H5N2,Avian
QRQ049GOG,H1N1,Avian
PGH769UYT,H9N2,Avian
MUT140UQK,H5N2,Avian
WEP498FKT,H7N1,Avian
JPB237OKQ,H5N2,Avian
ZZM827GXA,H13N2,Avian
DKY716VXO,H6N8,Avian
XVS400PPI,H5N2,Avian
NSO384PZL,H9N2,Avian
MNN501HAC,H9N2,Avian
ZYG093PDW,H9N2,Avian
TEM724YPP,H10N7,Avian
VJH066RGT,H5N1,Avian
USA126IFC,H1N1,Hominidae
WKP358FDO,H5N1,Avian
SKT421CJT,H3N8,Equidae
PFJ004LZN,H5N2,Avian
RVO915TIR,H4N6,Avian
NBV712JZX,H3N2,Avian
OJL711HHV,H9N2,Avian
UTR748KTC,H3N2,Avian
DXM330WFT,H5N1,Avian
VDI887RGA,H5N1,Avian
KAM684SFV,H5N1,Avian
FJJ613PEZ,H5N1,Avian
WDG132MGV,H5N1,Avian
RJK958GWT,H5N2,Avian
WAT160NKJ,H5N2,Avian
AAG906BJZ,H5N2,Avian
SRG539TOZ,H5N2,Avian
LWP650ILV,H5N2,Avian
JBW252MDO,H5N2,Avian
YCH013AHD,H5N2,Avian
JRE639ESP,H5N2,Avian
YXA579HPW,H9N9,Avian
ETK552ATX,H7N3,Avian
UDG551YEL,H7N2,Avian
FLQ994AWL,H7N4,Avian
OUG405JRN,H9N2,Avian
UUT104PAY,H5N1,Avian
MXB159HUH,H5N2,Avian
ASV632UMG,H11N3,Avian
DWL732FLK,H6N2,Avian
QGM381JKB,H5N2,Avian
VAR240EXG,H5N2,Avian
DAE794DZZ,H16N3,Avian
JNM760KYR,H5N1,Avian
DON219TSU,H5N1,Avian
TNT580HOT,H2N2,Avian
ZXW484ELL,H5N2,Avian
NAC388BGA,H7N3,Avian
SAO093UOR,H7N3,Avian
SMK412SWI,H9N2,Avian
WNF234OLG,H9N2,Avian
YWJ713LHP,H7N3,Avian
DDL651TWK,H5N2,Avian
VJF771ZIY,H5N2,Avian
BDC799CSV,H5N2,Avian
XRG317LOH,H5N2,Avian
YTN148EPR,H5N2,Avian
KSB603SUF,H5N2,Avian
JNI000NTR,H5N2,Avian
BCS223VBA,H9N2,Avian
PBK460LJZ,H5N2,Avian
BDS891IDY,H7N1,Avian
WWW015UXS,H5N2,Avian
CUN246USF,H7N3,Avian
HTS327MCC,H5N1,Avian
YKB567CIJ,H9N2,Avian
DAJ774MBC,H5N1,Avian
RRO863LLF,H9N2,Avian
XSR945EAB,H9N2,Avian
GOD012CGC,H9N2,Avian
CLQ589EQA,H9N2,Avian
DEA551QUJ,H13N6,Avian
DLQ878YCV,H9N2,Avian
JTD205IWT,H9N2,Avian
TIJ740ACO,H9N2,Avian
OQC353QLZ,H9N2,Avian
JZD599HSS,H9N2,Avian
RIR564QVX,H5N1,Avian
GDU824WXP,H9N2,Avian
TGQ792CHZ,H9N2,Avian
PXA279AJH,H9N2,Avian
GQO964OZE,H9N2,Avian
CPH594LOS,H9N2,Avian
URZ178GDT,H13N6,Avian
TAV060LXD,H9N2,Avian
POD410QNE,H1N2,Suidae
JDI373GUF,H9N2,Avian
LWK408RGG,H9N2,Avian
UPH712EJJ,H9N2,Avian
DGE809PRM,H9N2,Avian
EWJ120WJI,H9N2,Avian
CIO540EHK,H9N2,Avian
BSU276JTY,H9N2,Avian
MGV772QRY,H3N2,Suidae
YNQ199MRM,H1N1,Suidae
DFH592UTL,H1N2,Suidae
TTK182NFS,H9N2,Avian
RCS821XRW,H9N2,Avian
OVR310RTM,H9N2,Avian
PPW356IIA,H9N2,Avian
QKT293RMZ,H9N2,Avian
LPU066BMD,H9N2,Avian
REW642HXO,H5N1,Avian
MMQ705SIR,H9N2,Avian
YYN182VXJ,H9N2,Avian
VZX035IWD,H6N2,Avian
EIK000VUK,H6N2,Avian
KAN812BMW,H6N2,Avian
ROJ027WWX,H6N2,Avian
JIL887VSQ,H5N2,Avian
GAB168BIT,H5N2,Avian
GUQ554LQA,H1N2,Avian
TYD538SSB,H5N2,Avian
LJI275MCB,H5N2,Avian
HUY220GDO,H6N1,Avian
HBR002KRY,H6N1,Avian
PQD245EBI,H7N9,Avian
XFA734QLF,H7N9,Avian
EWP889VPN,H7N9,Avian
MAA252WRN,H1N2,Avian
GVG240QLP,H1N2,Avian
WRQ827WZE,H9N2,Avian
BOR236ZLA,H9N2,Avian
ERV270WET,H9N2,Avian
VLU253LKD,H5N2,Avian
JFH710WUO,H7N3,Avian
XOR318XLG,H7N3,Avian
ODB438LYC,H9N2,Avian
CLJ986FLE,H9N2,Avian
XRL580LEQ,H5N1,Avian
IIU126LAE,H9N2,Avian
YNF896DWU,H9N2,Avian
WRZ450AXC,H9N2,Avian
NIU882SJW,H4N6,Avian
RVP748YEC,H5N1,Avian
KLM094SMR,H9N2,Avian
LVD886GQG,H5N2,Avian
DXG026XAM,H5N2,Avian
ACM100RSN,H9N2,Avian
TGB241KEK,H9N2,Avian
CUZ541WQZ,H9N2,Avian
VNU520SZN,H9N2,Avian
CVW246LVX,H9N2,Avian
EZW693DCB,H5N2,Avian
KDU491MAE,H6N2,Avian
ORF854MNE,H5N8,Avian
LVZ663GWC,H5N5,Avian
ESD071DNY,H9N2,Avian
XQU623DSN,H9N2,Avian
NOK901NIZ,H9N2,Avian
AHE525TUG,H9N2,Avian
DOY181NKM,H9N2,Avian
VTQ018TVY,H9N2,Avian
LEO924JPI,H9N2,Avian
PGS558NAF,H9N2,Avian
LER491XCI,H5N7,Avian
POW631XUI,H9N2,Avian
BOF644QTP,H9N2,Avian
EIT681PBC,H9N2,Avian
RHA976UIZ,H7N3,Avian
VZY415RAQ,H7N7,Avian
MRW797ZUC,H9N2,Avian
CMH137NKR,H9N2,Avian
DTR974NGQ,H5N8,Avian
RQU851CQY,H4N6,Avian
YMP530TZM,H5N2,Avian
QJA773GUY,H9N2,Avian
JFU493JYD,H5N9,Avian
TJN822PNU,H7N9,Avian
RAO123LGS,H12N5,Avian
DBZ369GBU,H1N1,Avian
FAD541PNC,H5N2,Avian
JHP456TXT,H5N1,Avian
VLB973SLI,H5N2,Avian
FHQ076KDR,H5N1,Avian
KZV278UYI,H4N6,Avian
GFD796XEQ,H6N2,Avian
DJT779RYP,H5N2,Avian
TRF748DMX,H5N2,Avian
BXL595ELG,H5N1,Avian
VKR279YMS,H5N1,Avian
CZO008AEX,H5N1,Avian
MGR046UJX,H5N1,Avian
JWZ664YOZ,H5N1,Avian
QNU474MME,H5N1,Avian
SUF395ZKI,H11N6,Avian
BCY460KXV,H5N3,Avian
NXN841DKS,H5N2,Avian
LIT799QSD,H5N1,Avian
GWK669CSE,H6N2,Avian
QFX234CUA,H6N6,Avian
UXR168ROF,H6N2,Avian
MRH529HOZ,H6N2,Avian
DSJ119FMB,H9N2,Avian
HHS934HVO,H9N2,Avian
PGC957UHW,H4N3,Avian
LCX968CFT,H4N6,Avian
FVU681NSH,H6N6,Avian
CZQ993YIZ,H6N6,Avian
LRW259SGF,H9N2,Avian
SXG053ALW,H2N3,Avian
PGZ256ZBC,H5N1,Avian
STB271CKI,H4N8,Avian
QEH308AWG,H6N2,Avian
QLE600NGL,H4N2,Avian
DJX307TBZ,H3N2,Avian
DRD394JYH,H6N2,Avian
XUI452HRH,H9N2,Avian
HCJ269QGW,H9N2,Avian
ZEG546LHL,H4N6,Avian
UYQ157KNX,H4N6,Avian
LHH078NDO,H4N6,Avian
HNC412BKP,H2N9,Avian
HDW409RJU,H5N3,Avian
JTZ147HLI,H3N2,Suidae
DSH602YOE,H5N1,Avian
HJG292TLO,H4N9,Avian
RPR065QGQ,H5N3,Avian
WEZ119HNN,H5N2,Avian
DEP705KDP,H5N3,Avian
MRG047NME,H9N2,Avian
EWQ105ZGY,H6N2,Avian
QIW783OQG,H4N8,Avian
VGU907JLK,H5N2,Avian
DDH831OUW,H5N6,Avian
PML042RRV,H4N6,Avian
YTZ995RZD,H5N2,Avian
FCV278QXN,H10N7,Avian
QIF797ASM,H3N2,Avian
WAK842HBO,H5N3,Avian
DYZ379UUV,H5N2,Avian
XIG894KTB,H5N2,Avian
WAB693IMO,H5N2,Avian
XTR248QMR,H5N2,Avian
ZWW071PFM,H9N2,Avian
DFD002NIZ,H4N2,Avian
ING955RLZ,H9N2,Avian
GXJ218QDG,H4N2,Avian
PDM847HFX,H4N2,Avian
WHH013DNO,H9N2,Avian
IBE158IUK,H6N2,Avian
IAS646KRV,H7N7,Avian
THI401XRT,H9N2,Avian
GFK904PVS,H6N2,Avian
STS055QAV,H6N2,Avian
KRI417WYI,H3N6,Avian
OGJ987HFG,H6N2,Avian
MMC679EXV,H5N2,Avian
SLP623VNU,H6N2,Avian
HKD875RRW,H6N2,Avian
KLE018NVR,H5N2,Avian
WZA731BUQ,H3N2,Avian
CGB624LPQ,H9N2,Avian
OPV156TVV,H10N7,Avian
KQU320TBT,H11N9,Avian
YCZ761RKA,H5N2,Avian
ACE725PAR,H6N2,Avian
ZFT138OKA,H5N2,Avian
BAB623AWX,H4N6,Avian
WTQ582CKO,H4N6,Avian
NYQ961NXI,H4N6,Avian
FQA060IDI,H3N3,Avian
VHV290MJO,H4N8,Avian
WZA756NDK,H4N6,Avian
DSE027LDF,H4N6,Avian
QSF909YIJ,H5N3,Avian
HIH715IDI,H5N3,Avian
CKW249ZRH,H9N2,Avian
GTB697DDH,H7N3,Avian
PEM980OYC,H5N2,Avian
HAP496DOQ,H5N2,Avian
KYS788CDT,H5N2,Avian
OND125WCL,H5N2,Avian
FLJ643WMS,H5N2,Avian
RWC422NAA,H5N2,Avian
GKS250GFQ,H5N2,Avian
HMA616JAC,H5N2,Avian
UNZ312CSA,H5N2,Avian
DDG415UZG,H9N2,Avian
CRR511KKU,H5N2,Avian
GDF758JYG,H6N8,Avian
PRK027KBK,H6N2,Avian
SLX039ESB,H5N1,Avian
GNG985JNB,H5N2,Avian
VRR509VAD,H5N2,Avian
TTT733BZV,H5N2,Avian
XDL779QTW,H5N2,Avian
QTD117YAI,H5N2,Avian
UGO858KEL,H7N3,Avian
WEC248MMX,H3N2,Avian
JZG465PLF,H5N2,Avian
JRD272GYB,H5N6,Avian
LIL004ASN,H5N3,Avian
RQI790DKM,H5N3,Avian
LBN170FEV,H3N8,Avian
NOF449KQS,H4N2,Avian
PUK198TKF,H4N2,Avian
FTN352NVT,H3N2,Avian
REW601AJY,H4N6,Avian
TCR927KWT,H9N2,Avian
NBH237KKU,H9N2,Avian
TBV014JLW,H5N1,Avian
CJP152CFV,H6N2,Avian
ICR679OHI,H9N2,Avian
DWR031OQM,H5N2,Avian
DFU657JLR,H4N6,Avian
IZG839LLG,H4N6,Avian
XVH232OUP,H6N2,Avian
RYY698BJS,H5N2,Avian
VQV419JEN,H5N2,Avian
GPC196ZTD,H7N2,Avian
XVQ821YUK,H4N6,Avian
PJV966ZAV,H11N3,Avian
NYT609EZH,H3N8,Avian
KCQ072VGU,H5N3,Avian
GLN815VCP,H7N7,Avian
YNR751MEA,H7N6,Avian
MCD853MQE,H4N8,Avian
VUJ919TLB,H5N1,Avian
MHZ414RMR,H5N3,Avian
BRJ495ANI,H5N1,Avian
AMY859YPN,H3N2,Avian
FME973RRB,H6N2,Avian
OGO074WMQ,H4N6,Avian
HCD959KZE,H6N6,Avian
IWB871VUX,H5N6,Avian
NTG963GKD,H5N1,Avian
FRA146ZAV,H5N1,Avian
SIY582KCU,H5N1,Avian
TXR171WBH,H11N3,Avian
MPD561OXR,H4N6,Avian
QDG013UNR,H7N1,Avian
VRX185DYK,H10N7,Avian
ZDD635GXS,H6N6,Avian
JGR464GMJ,H3N2,Suidae
KWW007DHX,H9N2,Avian
XXV438PVK,H4N2,Avian
ITJ564JLW,H7N8,Avian
IDI103EWP,H9N2,Avian
WON321UUQ,H9N8,Avian
IAF771ESL,H3N8,Avian
EAH427UMQ,H4N6,Avian
DPV726OAE,H4N6,Avian
JIB777OPT,H3N6,Avian
PUT371KHU,H5N1,Avian
ZDL704FFH,H4N6,Avian
RGD216WUA,H6N2,Avian
KPG965MDD,H6N2,Avian
DZP620DCD,H6N2,Avian
BRN769ULF,H11N9,Avian
BGM873YKA,H5N1,Avian
MOH915INS,H5N1,Avian
XVR498JMH,H3N8,Avian
FYP153SXH,H9N2,Avian
LXS541XTM,H4N6,Avian
AOV640IMC,H5N2,Avian
HXI525CUB,H9N2,Avian
ESU025FOS,H3N2,Avian
JNW651JZR,H4N2,Avian
SDN810ARB,H4N2,Avian
NNJ433RSS,H4N6,Avian
CFB365VYS,H4N6,Avian
MFL114FYX,H4N6,Avian
OSQ245RHX,H9N2,Avian
YHW777WNL,H7N9,Avian
VJA785ULP,H5N9,Avian
PSU796TLS,H5N1,Avian
JUT158GMC,H5N2,Avian
NMR754UDV,H5N1,Avian
JWL641LPT,H5N2,Avian
FAB134TWD,H7N7,Avian
NEB832XHA,H5N2,Avian
POZ024YZX,H3N6,Avian
AOK028HOD,H5N3,Avian
NHG197QTO,H5N2,Avian
AWL097QCS,H7N3,Avian
SMJ711YHF,H5N2,Avian
BKX414HIK,H5N2,Avian
OQA467MUU,H4N2,Avian
ISL799OVS,H5N2,Avian
CRS254BAG,H16N3,Avian
BTA249MAM,H5N2,Avian
GDZ747TCP,H13N6,Avian
MHZ155PCG,H5N2,Avian
NXP822OME,H5N1,Avian
ANT513NII,H4N2,Avian
XJS680JIE,H5N5,Avian
OSG754KZY,H6N2,Avian
UJY552CZZ,H5N3,Avian
FJF599XXB,H5N2,Avian
UXW357ZYZ,H5N2,Avian
OAD517WYP,H5N2,Avian
WMM038XPG,H5N8,Avian
BPW886UUZ,H5N8,Avian
IMB453IRP,H5N8,Avian
LGH147KSN,H5N6,Avian
BTM285AOM,H5N2,Avian
UET699FUX,H7N3,Avian
BKM331IUO,H1N1,Hominidae
XFB386APO,H6N1,Avian
TJQ010FKD,H5N3,Avian
EFY636SKK,H5N2,Avian
GFQ778QYS,H5N2,Avian
ZAL783EJM,H5N2,Avian
YHO023DOY,H5N2,Avian
FEM181LDP,H5N2,Avian
QKS996VXR,H6N1,Avian
FXC353CMJ,H5N2,Avian
HLX816TSD,H5N2,Avian
FDP930WUK,H7N3,Avian
AJV677KBS,H7N1,Avian
IIY693JKR,H7N3,Avian
VYW201HTT,H5N2,Avian
FWA268OOI,H5N2,Avian
ORY365OEB,H6N6,Avian
IRS123PNZ,H6N2,Avian
VCR258ULU,H5N2,Avian
PQT585FJL,H4N8,Avian
GSI339RIB,H7N9,Avian
BFH270HNN,H9N1,Avian
VJV276HWD,H13N6,Avian
NOB018UNZ,H13N2,Avian
LJE196ERH,H13N2,Avian
CXH827XPB,H7N1,Avian
QPN738VVB,H5N3,Avian
DTR999OWJ,H16N3,Avian
IYR602ICS,H7N7,Avian
JRJ762XUH,H13N2,Avian
VNX916DRS,H16N3,Avian
HRE159YGB,H5N3,Avian
LGZ128TRL,H11N1,Avian
DHY707LVN,H9N9,Avian
CMI546VQR,H6N8,Avian
MQV069AGW,H7N3,Avian
QOZ831WHO,H6N1,Avian
NFG992TTC,H4N8,Avian
JHS614WMA,H11N1,Avian
ITN842GVX,H7N8,Avian
FGZ984AJV,H5N2,Avian
YJZ433DQU,H4N2,Avian
QKX177VCZ,H7N4,Avian
HBW239PIT,H5N1,Avian
AIF797VPP,H5N2,Avian
CDE914YEK,H7N3,Avian
BTD202PCG,H7N6,Avian
RWF827TPM,H5N8,Avian
DNU095HXG,H5N8,Avian
HQE935HKL,H7N3,Avian
QJW110LBX,H5N3,Avian
WTL192XEK,H5N2,Avian
LLG078UVS,H4N2,Avian
AGW667ILR,H5N3,Avian
VPA447JBT,H4N6,Avian
WBB130CHN,H4N6,Avian
KRS377YEG,H4N6,Avian
RSO548ZTO,H5N2,Avian
NFQ394MOR,H3N6,Avian
BTL058KXP,H5N3,Avian
XDS385NFL,H4N6,Avian
JHJ995HVC,H5N2,Avian
TEC165AQZ,H5N3,Avian
GSC117IYL,H5N1,Avian
UWU420XAW,H5N2,Avian
NIM182IIM,H5N2,Avian
MUT233IGF,H5N2,Avian
UGD977RKH,H5N6,Avian
XQG867GVD,H5N2,Avian
EHB518DQJ,H8N4,Avian
NUM532GLO,H10N7,Avian
ARE641KSC,H12N5,Avian
DYL861JGP,H4N6,Avian
SOJ393ZNO,H5N2,Avian
UER944ZIP,H7N3,Avian
MPK910PEM,H15N5,Avian
KGC667SVT,H7N1,Avian
BSP705USU,H5N2,Avian
TUD188OQW,H5N3,Avian
IAT313YXK,H7N3,Avian
LHF046ZKN,H7N2,Avian
VJV871AKS,H7N3,Avian
AFZ326JIU,H4N6,Avian
EGB577LLH,H5N2,Avian
NTL814SJM,H9N2,Avian
SMP554DPC,H9N2,Avian
WAI533ZGL,H7N9,Avian
HBE341KRC,H7N3,Avian
HKR987KFT,H2N5,Avian
OOE797NQF,H7N3,Avian
QNT796KDS,H7N3,Avian
VKA204OPJ,H6N2,Avian
DSZ302RPP,H5N5,Avian
XDR750DNR,H10N5,Avian
UNA340MLB,H6N4,Avian
GYV564WII,H1N8,Avian
TGM968YLJ,H10N7,Avian
HYZ919EPX,H7N3,Avian
PTX374IZB,H5N2,Avian
KUZ449KKX,H5N2,Avian
ZYT707DHN,H5N2,Avian
AEX752LRX,H5N5,Avian
ZGB293TMU,H5N5,Avian
TBM130IXT,H5N5,Avian
AVL357AJZ,H5N5,Avian
SBM265DVB,H7N5,Avian
GKE556VSD,H5N5,Avian
SRY568HPZ,H5N5,Avian
IVM794PHG,H5N5,Avian
HVD777ZSH,H5N6,Avian
KID524EOU,H5N5,Avian
MDD984NHG,H5N5,Avian
AEJ878PME,H5N5,Avian
JGE456VXL,H5N5,Avian
HRK016MDF,H5N5,Avian
BYS015TUS,H5N5,Avian
TCS101EPS,H5N5,Avian
CZK394WNG,H5N5,Avian
XHN855IXT,H5N5,Avian
IJB280OZO,H4N3,Avian
WCX869MTJ,H5N1,Avian
AYR776UXT,H7N3,Avian
SSL422CVD,H5N2,Avian
JDD504NJU,H5N2,Avian
CWO427ZNK,H5N2,Avian
CZN127PZR,H5N2,Avian
FFV333GRG,H5N2,Avian
FVK086LOF,H5N2,Avian
IYW637CEO,H5N2,Avian
NHX733MWN,H5N2,Avian
IWA329STY,H5N2,Avian
GEP860LWY,H5N2,Avian
IJS561KVJ,H5N2,Avian
NAA973UWF,H5N2,Avian
LJJ098AQT,H5N9,Avian
NCW529MHY,H5N5,Avian
YYO415HUO,H5N5,Avian
NRB569RIN,H7N7,Avian
CCJ671LBM,H7N7,Avian
EDZ301IAN,H5N2,Avian
UPK470CYA,H5N3,Avian
SXP802TWK,H11N9,Avian
LYZ046SLU,H7N3,Avian
HWO850XAD,H5N3,Avian
HML393VIK,H5N3,Avian
AYA993BUC,H5N9,Avian
